region,hemisphere,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high
BrainSegVolNotVent,lh,0.024757255942150405,2720.2866665586675,109878.35941572387,109,hc,0.023851661477097295,0.025697776761841064
BrainSegVolNotVent,rh,0.024757255942150405,2720.2866665586675,109878.35941572387,109,hc,0.023851661477097295,0.025697776761841064
MeanThickness,lh,0.09263147234701385,0.008088275344471693,0.08731670931637128,109,hc,0.08924311021014411,0.09615051454234201
MeanThickness,rh,0.08451749108014323,0.007360116021242718,0.08708393880579737,109,hc,0.08142592987072653,0.0877282855306525
bankssts,lh,0.15646795010465786,0.021033492799262477,0.13442684450837153,109,hc,0.1507445165422274,0.16241212118046763
bankssts,rh,0.14124098963867937,0.02144518903331619,0.15183403265707043,109,hc,0.13607454232503974,0.14660669299689058
caudalanteriorcingulate,lh,0.2283132143852528,0.039473523102346766,0.17289197740319862,109,hc,0.21996175638324733,0.23698676576920213
caudalanteriorcingulate,rh,0.23477382291469928,0.034068762298813296,0.14511312153907188,109,hc,0.22618604262645933,0.243692810902932
caudalmiddlefrontal,lh,0.15189859237471018,0.017849542909408222,0.11750960051937927,109,hc,0.14634230112719368,0.1576691749038865
caudalmiddlefrontal,rh,0.1565282622943197,0.01921469679806676,0.12275544694885458,109,hc,0.1508026225752271,0.16247472461234916
cuneus,lh,0.18507572381435775,0.023592333359934256,0.12747394889887778,109,hc,0.17830584788410056,0.19210669573925365
cuneus,rh,0.1707162791320603,0.020768291544146514,0.121653843732623,109,hc,0.16447165663279364,0.17720174000700564
eTIV,lh,0.0008089278669474552,137.4863824601061,169961.23891604872,109,hc,0.0007793381337134252,0.0008396587969935721
eTIV,rh,0.0008089278669474552,137.4863824601061,169961.23891604872,109,hc,0.0007793381337134252,0.0008396587969935721
entorhinal,lh,0.302847746491333,0.08459097819564435,0.27931849972694184,109,hc,0.29176989345232063,0.3143528426715019
entorhinal,rh,0.28133978092821554,0.0805118286456726,0.28617292719871484,109,hc,0.271048666718984,0.292027795867694
frontalpole,lh,0.26284009426640814,0.06259603873190299,0.23815255015263087,109,hc,0.25322567919884625,0.2728253115895498
frontalpole,rh,0.30771388950882606,0.0653594128189406,0.21240319350961867,109,hc,0.2964580380602526,0.319403849020789
fusiform,lh,0.1911903130100419,0.02226736078628836,0.11646699268241069,109,hc,0.18419677181798738,0.1984535763672288
fusiform,rh,0.17394339528052813,0.020091792529013792,0.1155076483163425,109,hc,0.16758072825609419,0.180551453342023
inferiorparietal,lh,0.13219394957920785,0.01515496243412287,0.11464187644263048,109,hc,0.1273584335053678,0.13721595856545832
inferiorparietal,rh,0.1359544356109814,0.014442250121341753,0.10622860560921055,109,hc,0.13098136490086656,0.14111930434765424
inferiortemporal,lh,0.16863192877930608,0.021628442224435662,0.1282582864407694,109,hc,0.1624635496305584,0.17503820580177296
inferiortemporal,rh,0.16164887374677767,0.021334047454820128,0.13197770550656499,109,hc,0.15573592742957626,0.1677898665770673
insula,lh,0.27741776853614836,0.03872891891335983,0.13960504086569833,109,hc,0.2672701174280951,0.28795678738662395
insula,rh,0.3284024187393859,0.04439504015860944,0.1351848757053173,109,hc,0.3163898025829198,0.3408783293484974
isthmuscingulate,lh,0.22904814715874564,0.029277882138198374,0.12782413872969184,109,hc,0.22066980608644288,0.23774961842105946
isthmuscingulate,rh,0.22045349071907427,0.03105847945542849,0.14088449837705935,109,hc,0.21238953316807074,0.2288284535291393
lateraloccipital,lh,0.12643158027748858,0.014891917829980957,0.1177863774010938,109,hc,0.12180684563101762,0.13123467856088583
lateraloccipital,rh,0.12706708894037486,0.01516243547525544,0.11932622051623677,109,hc,0.12241910805332912,0.13189433000962586
lateralorbitofrontal,lh,0.22831839761199416,0.02356535499935422,0.10321268564349924,109,hc,0.21996675001298896,0.23699214590519205
lateralorbitofrontal,rh,0.2603232920645527,0.029991173483947715,0.11520741477297686,109,hc,0.25080093898273587,0.27021289681756866
lingual,lh,0.2041454635976877,0.023606431608090766,0.11563534742369926,109,hc,0.19667803658026078,0.2119008892881469
lingual,rh,0.22380516595177227,0.02478916887345839,0.11076227292626571,109,hc,0.21561860763489712,0.23230745791110002
medialorbitofrontal,lh,0.30271516660183606,0.030244534083360385,0.09991086480031339,109,hc,0.29164216319617503,0.3142152261112755
medialorbitofrontal,rh,0.21411086547900354,0.027627391213004802,0.12903311166015552,109,hc,0.20627891450921143,0.22224487383499977
middletemporal,lh,0.1517035818785636,0.018965408841718184,0.12501622312978547,109,hc,0.1461544239105329,0.15746675601675697
middletemporal,rh,0.13154778968384045,0.016635441415235902,0.12645930011608114,109,hc,0.12673590946149182,0.1365452512470703
paracentral,lh,0.17085623935472374,0.02511614769601848,0.14700164179473427,109,hc,0.16460649725725654,0.1773470172770693
paracentral,rh,0.16684608080380275,0.02495133583994253,0.1495470299316365,109,hc,0.16074302610158586,0.17318451399068108
parahippocampal,lh,0.1291164919127315,0.030658476374507106,0.2374481828024638,109,hc,0.12439354601370033,0.13402158919383172
parahippocampal,rh,0.1495160855623563,0.028146124655058544,0.18824813764482945,109,hc,0.14404694391604198,0.15519615736347334
parsopercularis,lh,0.1425356920953117,0.01763635735965427,0.1237329198069286,109,hc,0.13732188592326883,0.14795058081633583
parsopercularis,rh,0.15854898033557444,0.020340436380580307,0.12829118381921514,109,hc,0.15274942486920076,0.16457220913341755
parsorbitalis,lh,0.22976765782161693,0.03487926974593763,0.1518023471041194,109,hc,0.22136299780365373,0.23849646308088104
parsorbitalis,rh,0.2251491348507473,0.032653816453899226,0.14503194283000748,109,hc,0.21691341556066257,0.23370248379043898
parstriangularis,lh,0.16259213776259296,0.02029582141654969,0.12482658568758348,109,hc,0.15664468783667973,0.16876896491343138
parstriangularis,rh,0.2010344768426937,0.02267660619659883,0.11279958817383803,109,hc,0.19368084645897932,0.2086717170678618
pericalcarine,lh,0.23020192251977928,0.034265900759124314,0.14885149691215172,109,hc,0.22178137755447205,0.23894722536628943
pericalcarine,rh,0.2482392877776327,0.03630472109058362,0.14624889321751758,109,hc,0.239158954902881,0.2576698247872915
postcentral,lh,0.17732804662141644,0.018809176952080568,0.10606994951135343,109,hc,0.17084157259964786,0.18406468658475605
postcentral,rh,0.19955946996410281,0.024174303241070862,0.12113834159521163,109,hc,0.1922597937855026,0.20714067511487724
posteriorcingulate,lh,0.2248160953444449,0.024850460024794213,0.11053683672746101,109,hc,0.21659255829031784,0.23335679221194455
posteriorcingulate,rh,0.2182666358600251,0.025080019573208455,0.11490542049354868,109,hc,0.21028267116690763,0.2265585207017812
precentral,lh,0.16155716433293174,0.023503398754207747,0.14548038677983174,109,hc,0.15564757264993398,0.16769467314975536
precentral,rh,0.18599402865167003,0.029168644043600523,0.15682570163705425,109,hc,0.17919056209328166,0.19305988670531674
precuneus,lh,0.12184843994458543,0.013748336397725023,0.11283145195767405,109,hc,0.11739135176619386,0.1264774260843456
precuneus,rh,0.12320505745150544,0.012995038410433351,0.10547487805480964,109,hc,0.11869834562708736,0.1278855810884986
rostralanteriorcingulate,lh,0.28668331637169525,0.04802801052867246,0.16752984141707924,109,hc,0.276196741238493,0.29757433063981864
rostralanteriorcingulate,rh,0.2440045551105561,0.04386630905223182,0.1797765989751971,109,hc,0.2350791243167638,0.25327421588059784
rostralmiddlefrontal,lh,0.15925769698253855,0.015544343199523959,0.0976049729089595,109,hc,0.15343221740428908,0.165307849715865
rostralmiddlefrontal,rh,0.1700852710286192,0.017126796430252292,0.10069535314066361,109,hc,0.16386373014418154,0.17654676009263096
superiorfrontal,lh,0.12434083177286498,0.014455894032032382,0.11626023266789105,109,hc,0.11979257451460011,0.12906450313988949
superiorfrontal,rh,0.1351212815349514,0.01490612260712175,0.11031661658171907,109,hc,0.13017868672739832,0.14025449899507134
superiorparietal,lh,0.09479614630438464,0.010406786912012734,0.10978069592193311,109,hc,0.09132860266375614,0.09839742382213733
superiorparietal,rh,0.09429793381616268,0.010210324524117298,0.10827728785683369,109,hc,0.09084861426599107,0.09788028438906746
superiortemporal,lh,0.11416288845195983,0.015694365619829682,0.13747344546589613,109,hc,0.10998692968907642,0.11849990276711597
superiortemporal,rh,0.10830506320384667,0.015209480570476814,0.14043185166560726,109,hc,0.10434337754676849,0.11241954047302187
supramarginal,lh,0.1331514951922648,0.014732890630739525,0.11064757935662602,109,hc,0.1282809531038597,0.13820988105271279
supramarginal,rh,0.13363652927663175,0.01516772890053089,0.11349987149945523,109,hc,0.12874824514996558,0.13871334143826888
temporalpole,lh,0.31337119454861556,0.08820856707585244,0.2814826908481788,109,hc,0.30190840481321735,0.32527607340324294
temporalpole,rh,0.2695717204013814,0.07887522846553582,0.29259459541265603,109,hc,0.25971106950772943,0.27981267020736
transversetemporal,lh,0.1775144553896822,0.03192308129341614,0.17983369987158593,109,hc,0.17102116273061496,0.18425817696691055
transversetemporal,rh,0.18490146204633243,0.03419277431128292,0.1849243047235339,109,hc,0.1781379604288409,0.19192581381828056
